prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,ASG_CODE,MODE_ASG,new_list,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,MODE2001,TURTLE,GENDER,REEFCODE,AGE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,RED DRUM,2018011217wdS:8AM-8PM,2018112171572420180103,2018,7,48,121,12,131,598,8,7,4,5,1,,0,0,1,0,0,0,1,3,2,1572420180103004,7,1,2,,,,,O,wd,1572420180103,3,,1572420180103003,,1,S:8AM-8PM,01,,,,1353,169290,,8,1,1,8,1,8,15FEB201809:49,8,8835440901,,,,,,,,,,,3690.3552727,2018011217wdS:8AM-8PM,,0,1572420180103004
,RED DRUM,2018011217wdS:8AM-8PM,2018112171572420180103,2018,7,48,121,12,131,598,8,7,4,5,1,,10,3,1,0,0,0,1,3,2,1572420180103005,7,1,2,,,,,O,wd,1572420180103,3,,1572420180103003,,1,S:8AM-8PM,01,,,,1354,169290,,8,1,1,8,1,8,15FEB201809:49,8,8835440901,,,,,,,,,,,3690.3552727,2018011217wdS:8AM-8PM,,0,1572420180103005
,,2018011217wdS:8AM-8PM,2018112171572420180116,2018,0,21,15,12,131,1251,8,7,4,5,2.5,,8,1,1,0,0,0,0,1,8,1572420180116003,7,1,2,,,,,O,wd,1572420180116,3,,1572420180116003,,1,S:8AM-8PM,01,,,,1231,,,8,1,,8,1,8,15FEB201809:49,8,,,,,,,,,,,,6033.0880137,2018011217wdS:8AM-8PM,,0,1572420180116003
,,2018011217wdS:8AM-8PM,2018112171572420180116,2018,7,12,131,12,131,1251,8,7,4,5,1,,20,1,1,0,0,0,0,1,8,1572420180116005,7,1,2,,,,,Y,wd,1572420180116,3,,1572420180116005,,1,S:8AM-8PM,01,,,WALTON,1255,,,8,1,,8,1,8,15FEB201809:49,8,,,,,,,,,,,,6033.0880137,2018011217wdS:8AM-8PM,,0,1572420180116005
RED DRUM,SHEEPSHEAD,2018011217wdS:8AM-8PM,2018112171572420180116,2018,7,12,131,12,131,1251,8,7,4,5,3,,50,4,1,0,0,0,0,1,8,1572420180116006,7,1,2,,,,,Y,wd,1572420180116,3,,1572420180116006,,1,S:8AM-8PM,01,,,WALTON,1333,169189,169290,8,1,,8,1,8,15FEB201809:49,8,8835430301,8835440901,,,,,,,,,,6033.0880137,2018011217wdS:8AM-8PM,,0,1572420180116006
SPOTTED SEATROUT,RED DRUM,2018011217wdS:8AM-8PM,2018112171572420180116,2018,0,17,151,12,131,598,8,7,5,5,3,,25,2,1,0,0,0,0,1,8,1572420180116007,7,1,2,,,,,O,wd,1572420180116,3,,1572420180116007,,1,S:8AM-8PM,01,,,,1425,169290,169239,8,1,,8,1,8,15FEB201809:49,8,8835440901,8835440102,,,,,,,,,,8176.128136,2018011217wdS:8AM-8PM,,0,1572420180116007
,SHEEPSHEAD,2018011217weS:8AM-8PM,2018112171572420180121,2018,7,22,55,12,33,972,8,7,4,5,6,0.00,120,6,1,0,1,0,0,2,1,1572420180121001,7,1,1,,,,,O,we,1572420180121,7,,1572420180121001,1,1,S:8AM-8PM,01,1,0,LAFAYETTE,1542,169189,,8,1,,8,1,1,15FEB201809:49,8,8835430301,,,,,,,,,,,932.60385561,2018011217weS:8AM-8PM,,0,1572420180121001
,SHEEPSHEAD,2018011217weS:8AM-8PM,2018112171572420180121,2018,7,12,113,12,33,972,8,7,4,5,6,,150,4,1,0,0,0,1,2,2,1572420180121002,7,1,2,,,,,Y,we,1572420180121,7,,1572420180121001,,1,S:8AM-8PM,01,,,SANTA ROSA,1543,169189,,8,1,,8,1,8,15FEB201809:49,8,8835430301,,,,,,,,,,,932.60385561,2018011217weS:8AM-8PM,,0,1572420180121002
SHEEPSHEAD,SPOTTED SEATROUT,2018011217weS:8AM-8PM,2018112171572420180121,2018,7,12,33,12,33,972,8,7,4,5,1,,250,20,1,0,0,0,0,2,1,1572420180121003,7,1,2,,,,,Y,we,1572420180121,7,,1572420180121003,,1,S:8AM-8PM,01,,,ESCAMBIA,1657,169239,169189,8,1,,8,1,8,15FEB201809:49,8,8835440102,8835430301,,,,,,,,,,932.60385561,2018011217weS:8AM-8PM,,0,1572420180121003
SHEEPSHEAD,SPOTTED SEATROUT,2018011217weS:8AM-8PM,2018112171572420180121,2018,7,12,33,12,33,972,8,7,4,5,1,,250,15,1,0,0,0,1,2,2,1572420180121004,7,1,2,,,,,Y,we,1572420180121,7,,1572420180121003,,1,S:8AM-8PM,01,,,ESCAMBIA,1658,169239,169189,8,1,,8,1,8,15FEB201809:49,8,8835440102,8835430301,,,,,,,,,,932.60385561,2018011217weS:8AM-8PM,,0,1572420180121004
,RED DRUM,2018011217wdS:8AM-8PM,2018112171572420180125,2018,7,12,131,12,131,598,8,7,5,5,0.5,0.00,10,0,1,0,15,0,0,1,8,1572420180125007,7,1,1,,,,,Y,wd,1572420180125,3,,1572420180125007,1,1,S:8AM-8PM,01,50,0,WALTON,1519,169290,,8,3,,8,1,1,15FEB201809:49,8,8835440901,,,,,,,,,,,9591.1595656,2018011217wdS:8AM-8PM,,0,1572420180125007
,,2018021217wdS:8AM-8PM,2018112171572420180206,2018,7,12,113,12,33,937,8,7,4,5,2.5,,52,24,1,0,0,0,0,2,1,1572420180206001,7,1,2,,,,,Y,wd,1572420180206,7,,1572420180206001,,1,S:8AM-8PM,02,,,SANTA ROSA,1222,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,1511.5977458,2018021217wdS:8AM-8PM,,0,1572420180206001
,,2018021217wdS:8AM-8PM,2018112171572420180206,2018,7,12,33,12,33,937,8,7,4,5,2.5,,75,3,1,0,0,0,1,2,2,1572420180206002,7,1,2,,,,,Y,wd,1572420180206,7,,1572420180206001,,1,S:8AM-8PM,02,,,ESCAMBIA,1223,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,1511.5977458,2018021217wdS:8AM-8PM,,0,1572420180206002
,SPOTTED SEATROUT,2018021217weS:8AM-8PM,2018112171572420180216,2018,7,12,33,12,33,937,8,7,4,5,1.5,,70,15,1,0,0,0,0,1,8,1572420180216001,7,1,2,,,,,Y,we,1572420180216,7,,1572420180216001,,1,S:8AM-8PM,02,,,ESCAMBIA,1212,169239,,8,1,,8,1,8,20MAR201809:39,8,8835440102,,,,,,,,,,,904.78189008,2018021217weS:8AM-8PM,,0,1572420180216001
,,2018021217weS:8AM-8PM,2018112171572420180216,2018,0,40,125,12,33,937,8,7,4,5,5,0.00,0,0,4,0,5,0,0,5,1,1572420180216002,7,1,1,,,,,O,we,1572420180216,7,,1572420180216002,1,1,S:8AM-8PM,02,5,0,,1343,,,8,1,,2,1,2,20MAR201809:39,8,,,,,,,,,,,,1098.2540302,2018021217weS:8AM-8PM,,0,1572420180216002
,,2018021217weS:8AM-8PM,2018112171572420180216,2018,7,12,33,12,33,937,8,7,4,5,5,,25,3,0,0,0,1,1,5,2,1572420180216003,7,1,3,,,,,Y,we,1572420180216,7,,1572420180216002,,1,S:8AM-8PM,02,,,ESCAMBIA,1344,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,1098.2540302,2018021217weS:8AM-8PM,,0,1572420180216002
,,2018021217weS:8AM-8PM,2018112171572420180216,2018,7,12,33,12,33,937,8,7,4,5,5,,35,5,0,0,0,1,1,5,2,1572420180216004,7,1,3,,,,,Y,we,1572420180216,7,,1572420180216002,,1,S:8AM-8PM,02,,,ESCAMBIA,1345,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,1098.2540302,2018021217weS:8AM-8PM,,0,1572420180216002
,,2018021217weS:8AM-8PM,2018112171572420180216,2018,7,12,33,12,33,937,8,7,4,5,5,,0,0,1,0,0,0,1,5,2,1572420180216005,7,1,2,,,,,Y,we,1572420180216,7,,1572420180216002,,1,S:8AM-8PM,02,,,ESCAMBIA,1346,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,1098.2540302,2018021217weS:8AM-8PM,,0,1572420180216005
SAND SEATROUT,SHEEPSHEAD,2018021217weS:8AM-8PM,2018112171572420180216,2018,7,1,3,12,33,937,8,7,4,5,3,0.00,75,35,1,2,0,0,0,3,1,1572420180216006,7,1,2,,,,,O,we,1572420180216,7,,1572420180216006,1,1,S:8AM-8PM,02,0,1,BALDWIN,1350,169189,169243,8,1,,8,1,8,20MAR201809:39,8,8835430301,8835440106,,,,,,,,,,1291.7261703,2018021217weS:8AM-8PM,,0,1572420180216006
SAND SEATROUT,SHEEPSHEAD,2018021217weS:8AM-8PM,2018112171572420180216,2018,7,1,3,12,33,937,8,7,4,5,3,0.00,150,40,1,1,0,0,1,3,2,1572420180216007,7,1,2,,,,,O,we,1572420180216,7,,1572420180216006,1,1,S:8AM-8PM,02,,,BALDWIN,1351,169189,169243,8,1,,8,1,8,20MAR201809:39,8,8835430301,8835440106,,,,,,,,,,1291.7261703,2018021217weS:8AM-8PM,,0,1572420180216007
RED DRUM,SPOTTED SEATROUT,2018021217weS:8AM-8PM,2018112171572420180216,2018,7,12,33,12,33,937,8,7,4,5,1.5,,50,8,1,0,0,0,0,1,8,1572420180216008,7,1,2,,,,,Y,we,1572420180216,7,,1572420180216008,,1,S:8AM-8PM,02,,,ESCAMBIA,1355,169239,169290,8,1,,8,1,8,20MAR201809:39,8,8835440102,8835440901,,,,,,,,,,904.78189008,2018021217weS:8AM-8PM,,0,1572420180216008
,,2018021217weS:8AM-8PM,2018112171572420180217,2018,7,12,113,12,33,1749,8,7,3,5,1,,20,1,1,0,0,0,0,3,1,1572420180217001,7,1,2,,,,,Y,we,1572420180217,3,,1572420180217001,,1,S:8AM-8PM,02,,,SANTA ROSA,1150,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,2884.5460352,2018021217weS:8AM-8PM,,0,1572420180217001
,,2018021217weS:8AM-8PM,2018112171572420180217,2018,7,12,113,12,33,1749,8,7,3,5,1,0.00,25,0,1,1,0,0,1,3,2,1572420180217002,7,1,2,,,,,Y,we,1572420180217,3,,1572420180217001,1,1,S:8AM-8PM,02,,,SANTA ROSA,1151,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,2884.5460352,2018021217weS:8AM-8PM,,0,1572420180217002
,,2018021217weS:8AM-8PM,2018112171572420180217,2018,7,12,113,12,33,1749,8,7,3,5,1,,20,1,1,0,0,0,1,3,2,1572420180217003,7,1,2,,,,,Y,we,1572420180217,3,,1572420180217001,,1,S:8AM-8PM,02,,,SANTA ROSA,1152,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,2884.5460352,2018021217weS:8AM-8PM,,0,1572420180217003
,SHEEPSHEAD,2018021217weS:8AM-8PM,2018112171572420180217,2018,7,12,33,12,33,1749,8,7,4,5,4,0.00,24,0,1,1,1,0,0,2,1,1572420180217004,7,1,1,,,,,Y,we,1572420180217,3,,1572420180217004,1,1,S:8AM-8PM,02,1,0,ESCAMBIA,1202,169189,,8,1,,8,1,1,20MAR201809:39,8,8835430301,,,,,,,,,,,2884.5460352,2018021217weS:8AM-8PM,,0,1572420180217004
,SHEEPSHEAD,2018021217weS:8AM-8PM,2018112171572420180217,2018,7,12,33,12,33,1749,8,7,4,5,4,,24,0,1,0,0,0,1,2,2,1572420180217005,7,1,2,,,,,Y,we,1572420180217,3,,1572420180217004,,1,S:8AM-8PM,02,,,ESCAMBIA,1203,169189,,8,1,,8,1,8,20MAR201809:39,8,8835430301,,,,,,,,,,,2884.5460352,2018021217weS:8AM-8PM,,0,1572420180217005
,,2018021217weS:8AM-8PM,2018112171572420180217,2018,7,12,113,12,33,1749,8,7,4,5,1,,5,0,1,0,0,0,0,1,8,1572420180217006,7,1,2,,,,,Y,we,1572420180217,3,,1572420180217006,,1,S:8AM-8PM,02,,,SANTA ROSA,1243,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,2884.5460352,2018021217weS:8AM-8PM,,0,1572420180217006
RED DRUM,SPOTTED SEATROUT,2018021217weS:8AM-8PM,2018112171572420180217,2018,7,12,33,12,33,1321,8,7,4,5,5,,50,0,1,0,0,0,0,3,1,1572420180217007,7,1,2,,,,,Y,we,1572420180217,3,,1572420180217007,,1,S:8AM-8PM,02,,,ESCAMBIA,1417,169239,169290,8,1,,8,1,8,20MAR201809:39,8,8835440102,8835440901,,,,,,,,,,1710.7451282,2018021217weS:8AM-8PM,,0,1572420180217007
RED DRUM,SPOTTED SEATROUT,2018021217weS:8AM-8PM,2018112171572420180217,2018,7,12,33,12,33,1321,8,7,4,5,5,,50,0,1,0,0,0,1,3,2,1572420180217008,7,1,2,,,,,Y,we,1572420180217,3,,1572420180217007,,1,S:8AM-8PM,02,,,ESCAMBIA,1418,169239,169290,8,1,,8,1,8,20MAR201809:39,8,8835440102,8835440901,,,,,,,,,,1710.7451282,2018021217weS:8AM-8PM,,0,1572420180217008
SPOTTED SEATROUT,RED DRUM,2018021217weS:8AM-8PM,2018112171572420180223,2018,7,1,69,12,131,598,8,7,4,5,4,0.00,12,0,1,1,0,0,0,2,1,1572420180223011,7,1,2,,,,,O,we,1572420180223,3,,1572420180223011,1,1,S:8AM-8PM,02,,,,1909,169290,169239,8,1,,8,2,8,20MAR201809:39,8,8835440901,8835440102,,,,,,,,,,5432.1829965,2018021217weS:8AM-8PM,,0,1572420180223011
SPOTTED SEATROUT,RED DRUM,2018021217weS:8AM-8PM,2018112171572420180223,2018,7,1,69,12,131,598,8,7,4,5,4,0.00,12,0,1,2,0,0,1,2,2,1572420180223012,7,1,2,,,,,O,we,1572420180223,3,,1572420180223011,1,1,S:8AM-8PM,02,,,,1910,169290,169239,8,1,,8,2,8,20MAR201809:39,8,8835440901,8835440102,,,,,,,,,,5432.1829965,2018021217weS:8AM-8PM,,0,1572420180223012
,,2018011247wdS:8AM-8PM,2018112471574120180110,2018,0,17,161,12,71,591,8,7,4,5,4,0.00,20,2,1,2,0,0,0,3,1,1574120180110001,7,1,2,,,,,O,wd,1574120180110,7,,1574120180110001,1,4,S:8AM-8PM,01,0,2,,1223,,,8,1,,8,1,8,15FEB201809:49,8,,,,,,,,,,,,1213.5522204,2018011247wdS:8AM-8PM,,0,1574120180110001
,,2018011247wdS:8AM-8PM,2018112471574120180110,2018,7,12,71,12,71,591,8,7,4,5,4,0.00,20,2,1,1,0,0,1,3,2,1574120180110002,7,1,2,,,,,Y,wd,1574120180110,7,,1574120180110001,1,4,S:8AM-8PM,01,,,LEE,1224,,,8,1,,8,2,8,15FEB201809:49,8,,,,,,,,,,,,1213.5522204,2018011247wdS:8AM-8PM,,0,1574120180110002
,,2018011247wdS:8AM-8PM,2018112471574120180110,2018,7,12,71,12,71,591,8,7,4,5,4,0.00,20,2,1,1,0,0,1,3,2,1574120180110003,7,1,2,,,,,Y,wd,1574120180110,7,,1574120180110001,1,4,S:8AM-8PM,01,,,LEE,1225,,,8,1,,8,2,8,15FEB201809:49,8,,,,,,,,,,,,1213.5522204,2018011247wdS:8AM-8PM,,0,1574120180110003
,,2018011247wdS:8AM-8PM,2018112471574120180129,2018,7,12,21,12,21,269,8,7,4,5,1.5,,11,1,1,0,0,0,0,2,1,1574120180129001,7,1,2,,,,,Y,wd,1574120180129,3,,1574120180129001,,4,S:8AM-8PM,01,,,COLLIER,1625,,,8,1,,8,2,8,15FEB201809:49,8,,,,,,,,,,,,6744.8776009,2018011247wdS:8AM-8PM,,0,1574120180129001
,,2018011247wdS:8AM-8PM,2018112471574120180129,2018,7,12,21,12,21,269,8,7,4,5,1.5,,11,1,1,0,0,0,1,2,2,1574120180129002,7,1,2,,,,,Y,wd,1574120180129,3,,1574120180129001,,4,S:8AM-8PM,01,,,COLLIER,1626,,,8,1,,8,2,8,15FEB201809:49,8,,,,,,,,,,,,6744.8776009,2018011247wdS:8AM-8PM,,0,1574120180129002
,,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,3,5,3,0.00,182,30,1,3,2,0,0,4,1,1574120180212001,7,1,1,,,,,Y,wd,1574120180212,7,,1574120180212001,1,4,S:8AM-8PM,02,2,0,LEE,1400,,,8,1,,8,1,1,20MAR201809:39,8,,,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212001
,,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,3,5,3,0.00,182,30,1,2,0,0,1,4,2,1574120180212002,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212001,1,4,S:8AM-8PM,02,,,LEE,1401,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212002
,,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,3,5,3,0.00,182,30,1,2,0,0,1,4,2,1574120180212003,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212001,1,4,S:8AM-8PM,02,,,LEE,1402,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212003
,,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,3,5,3,0.00,182,30,1,1,0,0,1,4,2,1574120180212004,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212001,1,4,S:8AM-8PM,02,,,LEE,1403,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212004
RED DRUM,SHEEPSHEAD,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,4,5,6,0.00,45,8,1,4,0,0,0,2,1,1574120180212005,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212005,1,4,S:8AM-8PM,02,,,LEE,1411,169189,169290,8,1,,8,1,8,20MAR201809:39,8,8835430301,8835440901,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212005
RED DRUM,SHEEPSHEAD,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,4,5,4,0.00,45,8,1,2,0,0,1,2,2,1574120180212006,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212005,1,4,S:8AM-8PM,02,,,LEE,1412,169189,169290,8,1,,8,2,8,20MAR201809:39,8,8835430301,8835440901,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212006
SPOTTED SEATROUT,RED DRUM,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,4,5,6,0.00,30,2,1,4,0,0,0,2,1,1574120180212007,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212007,1,4,S:8AM-8PM,02,,,LEE,1426,169290,169239,8,1,,8,1,8,20MAR201809:39,8,8835440901,8835440102,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212007
SPOTTED SEATROUT,RED DRUM,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,4,5,6,0.00,30,2,1,3,0,0,1,2,2,1574120180212008,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212007,1,4,S:8AM-8PM,02,,,LEE,1427,169290,169239,8,1,,8,2,8,20MAR201809:39,8,8835440901,8835440102,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212008
SPOTTED SEATROUT,SHEEPSHEAD,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,4,5,4,0.00,24,5,1,3,0,0,0,3,1,1574120180212009,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212009,1,4,S:8AM-8PM,02,,,LEE,1449,169189,169239,8,1,,8,2,8,20MAR201809:39,8,8835430301,8835440102,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212009
SPOTTED SEATROUT,SHEEPSHEAD,2018021247wdS:8AM-8PM,2018112471574120180212,2018,5,36,93,12,71,591,8,7,4,5,4,0.00,5,5,1,3,0,0,1,3,2,1574120180212010,7,1,2,,,,,O,wd,1574120180212,7,,1574120180212009,1,4,S:8AM-8PM,02,,,,1450,169189,169239,8,1,,8,1,8,20MAR201809:39,8,8835430301,8835440102,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212010
SPOTTED SEATROUT,SHEEPSHEAD,2018021247wdS:8AM-8PM,2018112471574120180212,2018,0,39,85,12,71,591,8,7,4,5,4,0.00,2,0,1,2,0,0,1,3,2,1574120180212011,7,1,2,,,,,O,wd,1574120180212,7,,1574120180212009,1,4,S:8AM-8PM,02,,,,1451,169189,169239,8,1,,8,2,8,20MAR201809:39,8,8835430301,8835440102,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212011
,SHEEPSHEAD,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,4,5,0.5,,1,1,1,0,0,0,0,1,8,1574120180212012,7,1,2,,,,,Y,wd,1574120180212,7,,1574120180212012,,4,S:8AM-8PM,02,,,LEE,1519,169189,,8,1,,8,1,8,20MAR201809:39,8,8835430301,,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212012
,,2018021247wdS:8AM-8PM,2018112471574120180212,2018,7,12,71,12,71,591,8,7,4,5,4.5,0.00,0,0,1,3,1,0,0,2,1,1574120180212013,7,1,1,,,,,Y,wd,1574120180212,7,,1574120180212013,1,4,S:8AM-8PM,02,2,0,LEE,1534,,,8,1,,8,1,1,20MAR201809:39,8,,,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212013
,,2018021247wdS:8AM-8PM,2018112471574120180212,2018,5,51,810,12,71,591,8,7,4,5,4.5,0.00,0,0,1,2,0,0,1,2,2,1574120180212014,7,1,2,,,,,O,wd,1574120180212,7,,1574120180212013,1,4,S:8AM-8PM,02,,,VIRGINIA BEACH CITY,1535,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,793.38054258,2018021247wdS:8AM-8PM,,0,1574120180212014
,SPOTTED SEATROUT,2018021247weS:8AM-8PM,2018112471574120180218,2018,0,39,123,12,71,759,8,7,2,5,4.5,0.00,6,2,1,2,0,0,0,2,1,1574120180218001,7,1,2,,,,,O,we,1574120180218,3,,1574120180218001,1,4,S:8AM-8PM,02,,,,1209,169239,,8,1,,8,1,8,20MAR201809:39,8,8835440102,,,,,,,,,,,1721.4253935,2018021247weS:8AM-8PM,,0,1574120180218001
,SPOTTED SEATROUT,2018021247weS:8AM-8PM,2018112471574120180218,2018,0,39,123,12,71,759,8,7,2,5,4.5,0.00,3,2,1,2,0,0,1,2,2,1574120180218002,7,1,2,,,,,O,we,1574120180218,3,,1574120180218001,1,4,S:8AM-8PM,02,,,,1210,169239,,8,1,,8,2,8,20MAR201809:39,8,8835440102,,,,,,,,,,,1721.4253935,2018021247weS:8AM-8PM,,0,1574120180218002
,COMMON SNOOK,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,6,0.00,12,0,1,1,0,0,0,2,1,1574120180218003,7,1,2,,,,,Y,we,1574120180218,3,,1574120180218003,1,4,S:8AM-8PM,02,,,LEE,1335,167648,,8,1,,8,1,8,20MAR201809:39,8,8835010105,,,,,,,,,,,1721.4253935,2018021247weS:8AM-8PM,,0,1574120180218003
,COMMON SNOOK,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,6,,12,0,1,0,0,0,1,2,2,1574120180218004,7,1,2,,,,,Y,we,1574120180218,3,,1574120180218003,,4,S:8AM-8PM,02,,,LEE,1336,167648,,8,1,,8,2,8,20MAR201809:39,8,8835010105,,,,,,,,,,,1721.4253935,2018021247weS:8AM-8PM,,0,1574120180218004
,SPOTTED SEATROUT,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,6.5,0.00,103,15,1,3,1,0,0,2,1,1574120180218005,7,1,1,,,,,Y,we,1574120180218,3,,1574120180218005,1,4,S:8AM-8PM,02,1,0,LEE,1405,169239,,8,1,,8,1,1,20MAR201809:39,8,8835440102,,,,,,,,,,,1116.907498,2018021247weS:8AM-8PM,,0,1574120180218005
,SPOTTED SEATROUT,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,6.5,,103,15,1,0,0,0,1,2,2,1574120180218006,7,1,2,,,,,Y,we,1574120180218,3,,1574120180218005,,4,S:8AM-8PM,02,,,LEE,1406,169239,,8,1,,8,1,8,20MAR201809:39,8,8835440102,,,,,,,,,,,1116.907498,2018021247weS:8AM-8PM,,0,1574120180218006
,SPOTTED SEATROUT,2018021247weS:8AM-8PM,2018112471574120180218,2018,0,18,121,12,71,759,8,7,2,5,6,0.00,1,0,1,4,0,0,0,3,1,1574120180218007,7,1,2,,,,,O,we,1574120180218,3,,1574120180218007,1,4,S:8AM-8PM,02,,,,1400,169239,,8,1,,8,2,8,20MAR201809:39,8,8835440102,,,,,,,,,,,1116.907498,2018021247weS:8AM-8PM,,0,1574120180218007
,SPOTTED SEATROUT,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,6,0.00,10,10,1,3,0,0,1,3,2,1574120180218008,7,1,2,,,,,Y,we,1574120180218,3,,1574120180218007,1,4,S:8AM-8PM,02,,,LEE,1401,169239,,8,1,,8,1,8,20MAR201809:39,8,8835440102,,,,,,,,,,,1116.907498,2018021247weS:8AM-8PM,,0,1574120180218008
,SPOTTED SEATROUT,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,6,0.00,1,0,1,3,0,0,1,3,2,1574120180218009,7,1,2,,,,,Y,we,1574120180218,3,,1574120180218007,1,4,S:8AM-8PM,02,,,LEE,1402,169239,,8,1,,8,2,8,20MAR201809:39,8,8835440102,,,,,,,,,,,1116.907498,2018021247weS:8AM-8PM,,0,1574120180218009
,,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,2,0.00,20,0,1,2,0,0,0,2,1,1574120180218010,7,1,2,,,,,Y,we,1574120180218,3,,1574120180218010,1,4,S:8AM-8PM,02,,,LEE,1608,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,1116.907498,2018021247weS:8AM-8PM,,0,1574120180218010
,,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,2,,20,0,1,0,0,0,1,2,2,1574120180218011,7,1,2,,,,,Y,we,1574120180218,3,,1574120180218010,,4,S:8AM-8PM,02,,,LEE,1609,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,1116.907498,2018021247weS:8AM-8PM,,0,1574120180218011
SPOTTED SEATROUT,RED DRUM,2018021247weS:8AM-8PM,2018112471574120180218,2018,7,12,71,12,71,759,8,7,2,5,6,0.00,3,0,1,5,0,0,0,3,1,1574120180218012,7,1,2,,,,,Y,we,1574120180218,3,,1574120180218012,1,4,S:8AM-8PM,02,0,3,LEE,1624,169290,169239,8,1,,8,1,8,20MAR201809:39,8,8835440901,8835440102,,,,,,,,,,1116.907498,2018021247weS:8AM-8PM,,0,1574120180218012
